title,platform,developer,genre,rating,release_date,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
387,Aircraft Carrier Survival,Switch,Forever Entertainment,"['Strategy', 'Real-Time', 'Tactics']",,"Dec 29, 2022","In Aircraft Carrier Survival you assume command of huge transport vessels in the setting of World War II, ones that outmatched even the fiercest battleships in size.This simulator challenges the player's quick wit and management skills as a means to ensure the survival of an imposing aircraft carrier in the strain of combat action and time spent in the treacherous sea. The aircraft carrier is the central vessel of any respectable military fleet. As you take charge of this flagship's crew during the time of humanity's most dreadful conflict, you will face a number of challenges.Will you risk all lives on the vessel to save the one in need? Do you have what it takes to make a decision on the spot? No matter what, some sacrifices will be necessary and the only source of redemption is victory.",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
388,Aircraft Evolution,Switch,Sometimes You,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",E10+,"Jul 22, 2020","Fight through 4 time periods, from the era of the First World War to futuristic battles.Level up and evolve your aircraft from a wooden plane to a futuristic fighter. Then, refine it by increasing its armor, fuel, speed, firepower and much more. You upgrade as you go, but you can still try to take on a tank armed with plasma cannons using just a wooden plane! 40 different missions are waiting for you. You will be given different objectives: destroy an enemy base, deal with waves of attacking fighters, boss fights and much more. Demolish the enemy with standard bombs, a barrage of cluster bombs, or burn enemies to ashes with napalm. Turn their bases into smoldering ruins and the battlefield into a scorched desert.Bombs and explosions! More bombs and explosions!!!",0,No score yet,0,1,0,tbd,No user score yet,0,1,0
389,Airfield Mania,Switch,Sprakelsoft,"['Puzzle', 'Action', 'General']",E,"Mar 27, 2019","Are you the right person to guide aircrafts to their runway? Now you can prove it with ""Airfield Mania""!Airfield Mania is an addictive line-draw air traffic control game.Touch the aircrafts and drag them to their runways (with the right color) and avoid collisions.But don't tell us we didn't warn you. It's really addictive.",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
390,Airheart: Tales of Broken Wings,Switch,Blindflug Studios,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",E10+,"Jan 31, 2019","AIRHEART follows Amelia, a young pilot and sky-fisherwoman who dreams of reaching the stratosphere and catching the legendary Skywhale, a feat that promises riches and fame through the ages. Skyfishing is a cutthroat business, though, and Amelia must outmaneuver sky pirates and automated security zones to survive each perilous flight through the beautiful world of floating islands in the clouds she calls home.",0,No score yet,1,1,1,tbd,No user score yet,1,1,0
391,Airoheart,Switch,Pixel Heart Studio,"['Action Adventure', 'Open-World']",E10+,"Sep 30, 2022","Our story begins in the land of Engard, where our beloved hero Airoheart sets out on a journey to stop his brother's diabolical plan to unleash an ancient evil that has been sealed in the shadows for generations, and to trigger a war using the power of the Draoidh Stone.Will you confront your own brother and stop him from executing his wicked plans?Airoheart is a top-down action-adventure RPG inspired by the classics. Embark on an epic journey to save the world from evil and test the strength of your heart in this emotional tale of betrayal, tragedy and redemption.",61,Mixed or average reviews,0,5,0,tbd,No user score yet,0,1,1
392,Airport Flight Administrator Simulator & Air Traffic-Sky Airplane Sim Plane Games,Switch,Midnight Works,"['Simulation', 'Strategy', 'General', 'Virtual', 'Career']",E,"Oct  6, 2022","Play the game and get to know what it feels like to be employed at an airport! In Airport Administrator Simulator you get the chance to experience the life of an airport employee. You will be responsible for taking care of the airport. Make sure that everything goes by the plans. You get to decide wether a passenger will get to their destination or not, by checking their documents, by making sure there’s nothing illegal in their luggage and so on. Make sure people don’t miss their flights and get to the airport on time.By working at the airport, you will be paid. With the money you make, evolve and ugprade your airport and your service to further fulfill your customers’ needs. Build upon your quality of airport service and become the biggest and most important airport in the country!",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
393,Airport Simulator: Day and Night,Switch,"UIG Entertainment, Cypronia s.r.o.","['Strategy', 'Management', 'Business / Tycoon']",E,"Nov 18, 2021","The airport is a place that never sleeps. With departures, arrivals and the continuous hustle and bustle of passengers, there is rarely an opportunity for a break. In Airport Simulator 3: Day & Night, your challenge is to keep the wheel turning and ensure that everything in the airport runs smoothly around the clock.Goal-oriented management, satisfied staff, and happy passengers - will you achieve your goals through hard work and commitment? In the beginning, you will take over many tasks yourself. Over time, you will be able to delegate tasks to your airport staff. For now, it is time to roll up your sleeves; in Airport Simulator 3: Day & Night, there is always something to do!",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
394,AirRevo,Switch,IndieRevo,"['Simulation', 'Flight', 'Civilian']",E,"Jan 14, 2022","Climb into the cockpit and pilot your red stunt plane as far and as fast as you can over a landscape of mountains, lakes, the big city, a bustling international airport, and more! Collect silver and gold stars along the way to earn points and make it up the tournament scoreboard, but be warned, the competition is tough. Don’t run out of fuel or crash too many times as you’ll be out of the competition – and don’t run out of time either! Also try completing the many achievements set in the tournament, including barrel rolling, trick flying, and even causing water and snow sprays! So strap yourself in and get ready for a fast, exciting, and fun flight into the wide blue yonder.",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
395,Aka,Switch,"Namra games, Cosmo Gatto","['Simulation', 'Adventure', '3D', 'Virtual', 'Third-Person', 'Virtual Life']",E,"Dec 14, 2022","Find inner peace in a top-down, small, open-world game.Make things better by growing plants, help others, craft and discover a carefully handcrafted island...but demons from your past might come back to remind you what you want to forget.***Explore different biomes, from cloud forests to snowy mountains.Connect with the island inhabitants.A farming experience inspired by permaculture.Gather resources to craft houses, musical instruments, clothes, etc.Cook and prepare medicines.Relax and the back of a giant monster, looking at the clouds or in hot springs under a cherry blossom tree.But your hardest task will be to find a way to talk to these poor souls who are wandering on the island. These war victims are waiting for your help.",61,Mixed or average reviews,0,7,0,tbd,No user score yet,0,1,1
396,Akane,Switch,Ludic Studios,"['Action', ""Beat-'Em-Up"", '2D']",M,"May 17, 2019","It's simple in concept and gameplay, but it is perfect for what it is!  It's a brilliant pick-up-and-play melee twin-stick shooter/arena battle game.  To upgrade to new items you have to fulfill different challenges, which can be incredibly difficult.  This isn't a game you'll sit down and play for 3 hours, but it is DEFINITELY one that you'll keep coming back to for 5-30 minutes at a time.  I love this little title, and it is so worth it for the price.  Plus, it goes on sale all the time!  BUY BUY BUY!!!",69,Mixed or average reviews,4,10,0,7.0,Mixed or average reviews,12,7,3
397,Akash: Path of the Five,Switch,Truant Pixel,"['Adventure', 'Visual Novel']",M,"Sep 16, 2019","Akash: Path of the Five is a visual novel in the otome style. Players will become Aurora, a member of a magical race of elementals.  As the first elemental girl the village has seen in over 200 years, all eyes are on your fast-approaching coming of age ceremony. All is not as it seems, however, as tensions between Akash and a nearby human settlement threaten to erupt into an all-out war. Cultivate a romance with one of her five classmates, navigate the coming conflict, and plan the greatest coming of age ceremony your village has seen in over two centuries.",0,No score yet,0,0,0,tbd,No user score yet,2,0,0
