score,text,critic,date,title,platform
57,"If you are yearning for controller-tossing difficulty and can tolerate a bit of imprecision, Aeterna Noctis offers an expedition that will test your reflexes and just as often, your patience.",Tech-Gaming,"Nov 18, 2022",Aeterna Noctis,Switch
50,"Aeterna Noctis has a lot of potential; however, it feels like the developer got a bit too ambitious. A game that was shorter and had more focus has the potential to be something fantastic. but it ends up being a bit of a slog for a lot of its runtime due to its sometimes-tedious difficulty, despite some great platforming segments. Long loads and some frustrating design choices mean Aeterna Noctis is a derivative but sporadically satisfying game that some players may absolutely fall in love with. It has clearly had a lot of love put into it, but we didn't quite vibe with it.",Nintendo Life,"Nov  4, 2022",Aeterna Noctis,Switch
50,"AeternoBlade is one of those games that’s frustrating, not because anything in it is broken, but because brief glimpses of excellence show what could’ve been. It's a decent game, but mediocrity rears its ugly head in nearly every aspect. You could do much worse with Metroidvania games than this, but there’s very little here that you haven’t seen done before, probably better. If you are chomping at the bit for every Metroidvania you can find for Switch, then perhaps AeternoBlade is worth the punt. If that’s not you, we’d suggest a better release in the genre - such as like Axiom Verge or Shantae: Half-Genie Hero - and to sit this one out.",Nintendo Life,"Feb  7, 2018",AeternoBlade,Switch
40,"Aeternoblade is a Metroidvania game that has an interesting plot on paper, sadly its gameplay and design leave a poorly executed and tedious game in its wake.",Switch Player,"Mar 30, 2018",AeternoBlade,Switch
40,"It is understandable why AeternoBlade has developed its cult following. It is a game full of many good ideas. Unfortunately, AeternoBlade is not the sum of its parts. It is a good try, and even might be a game to admire since there are some interesting ideas involving time travel in what is basically a Castlevania clone. There is a legitimate attempt to make something that had some passion behind, but what holds this Switch version back is that it also comes with all the baggage of the original 3DS release. The developer did not address any of its flaws or make any updates to the visuals to make it comparable to other remakes or upgraded ports on the market. The Switch port is ultimately pointless, better played on the 3DS or PlayStation Vita since they make more sense contextually.",Cubed3,"Feb 12, 2018",AeternoBlade,Switch
60,"I genuinely enjoyed this game. It's no Bloodstained, but it plays really nicely, and offers up the kind of B-tier delights that we just don't see much of any more.",Digitally Downloaded,"Oct 14, 2019",AeternoBlade II,Switch
50,"AeternoBlade 2 is a continuance of AeternoBlade, an action time-puzzler by CORECELL Technology. This action-puzzle game implements multiple styles of combat with an interesting time manipulation mechanic. While the puzzles are mostly enjoyable, the combat is largely uninspired, leading to tedious boss encounters and aggravating 3D battles that quickly neutralizes the fantastic points of AeternoBlade 2's design.",GameSpace,"Dec 17, 2019",AeternoBlade II,Switch
50,"AeternoBlade II had the potential to be a notable metroidvania in the Nintendo Switch’s library, but unfortunately it will be remembered as little more than a bug-laden mess, regardless of the couple of interesting ideas it brought forward.",Universo Nintendo,"Oct 30, 2019",AeternoBlade II,Switch
40,"AeternoBlade II for the Nintendo Switch has some good ideas and its RPG-like elements do give the game some appeal. That said, the execution is rather poor and its combat quickly becomes frustrating. Adding to that, its mediocre art style, technical issues and exceedingly long loading times make this a rather botched experience that becomes difficult to recommend.",FNintendo,"Feb  6, 2020",AeternoBlade II,Switch
40,"With unenjoyable and clunky combat that is made much worse during the 3D segments, a laughably archetypal fantasy story, and dated character models, it’s hard to actually believe that AeternoBlade II released this year for modern consoles. AeternoBlade II simply falls short of all of its ambitions, whatever they might have been.",TheSixthAxis,"Nov  7, 2019",AeternoBlade II,Switch
40,"AeternoBlade II is a mess of overly-complex mechanics and ill-fitting systems that struggles at all times to keep up with itself. Its core combat is solid but it's marred by input lag, slow animations, messy enemy placement and a struggling framerate. The time-based mechanics are far too numerous, confusing and tedious, while its long and winding storyline – delivered by some of the worst voice-acting we’ve ever heard – is almost totally nonsensical. Somewhere under all of the technical problems and confusion here there’s a solid game, but there’s just far too much jank for players to be expected to wade through to get there and it's impossible to recommend that you commit yourself to trying.",Nintendo Life,"Oct 26, 2019",AeternoBlade II,Switch
30,"Needless to say, when there are so many good Metroidvanias available on all formats right now, there really is no reason to invest in or play AeternoBlade II. With its crude visuals, laughable voice acting and dull and clumsy combat, it really doesn’t have much going for it at all. It’s one those rare sequels that is actually worse than its predecessor, so unless you’re a glutton for punishment, give it a wide berth.",GameSpew,"Oct 21, 2019",AeternoBlade II,Switch
70,"Though not the flashiest, After Wave: Downfall is a pretty good release for fans of the shooter genre. While it has a dated look, the water theme and enemy diversity make it a somewhat unique game that I’d recommend for co-op players. While tackling it solo is less enjoyable, there’s more than enough to keep you busy here, and you’ll have to play for quite a while before you unlock everything.",Pure Nintendo,"Sep 21, 2022",After Wave: Downfall,Switch
100,Afterparty is a hilarious bar hop through Hell. I had a blast meeting all the demons and people roaming the streets and crashing Satan’s house party. I highly recommend this game for anyone who is looking for a humorous take on life and death. Night Club Studio knocks another one out the park.,Pure Nintendo,"Mar 20, 2020",Afterparty,Switch
90,"Afterparty is certainly an acquired taste, but—like a fine wine or a good beer—it’s definitely worth the effort. From beginning to end, Night School's follow up to Oxenfree is a thoroughly enjoyable narrative experience that draws you into a hellish world that you (ironically) won’t want to leave. Branching paths and a smartly implemented drink system add plenty of options for replayability, and though the performance leaves something to be desired, Afterparty proves itself to be a visual treat. We’d give Afterparty a high recommendation to anyone looking for a good story to immerse themselves in; this is one that goes down real smooth.",Nintendo Life,"Mar  9, 2020",Afterparty,Switch
85,"Afterparty is a story about death, friendship, the struggles of life, and acceptance, all wrapped in a backdrop of demons, debauchery, and, surprisingly, heart. Milo and Lola are fantastic protagonists, and if there were anybody out there you should travel to hell with, these two would be the perfect companions. Grab your Switch, pour a drink, and definitely pick up Afterparty.",Nintendo Enthusiast,"Mar 10, 2020",Afterparty,Switch
83,"Despite the technical hiccups, Afterparty is certainly worth your time. I don’t see much of a reason to pick up the Switch version over the previous releases necessarily, but it at least seems on par with other consoles. So yeah, check out Afterparty if you haven’t already, I really, really enjoyed it.",Gaming Age,"Mar 27, 2020",Afterparty,Switch
80,"Optimization issues aside if you enjoy games with a killer script and a fun setting to run around in, Afterparty is a must have for Switch library. This is of course if you’re fine with R-rated language and even just a little bit of gross out humor, but even if those aren’t really your jam this game may still be something to give a try. It’s a story of partying and heavy drinking—naturally—with a strong ending that I think is honestly going to stick with me for a good long while. At the end of the day, life sucks and then you die, but sometimes a game that can give you a good laugh is the best way to take your mind off that for a bit, right?",NintendoWorldReport,"Mar  9, 2020",Afterparty,Switch
50,"Playing Afterparty feels like a bad night out with friends. Things didn’t go as expected, but it’s still fun.",Digital Trends,"Mar 30, 2020",Afterparty,Switch
50,"AfterParty squanders its cool premise by forcing you through repetitive environments and selling its own drinking gameplay hook extremely short. Luckily, the story and character relationships will make this hellish road trip worth taking for some.",Switch Player,"Mar 16, 2020",Afterparty,Switch
45,"Afterparty unfortunately doesn’t come close to the standard its predecessor set. While it has great ideas and actors, the rest of the game collapses under the weight of its own ambitions.",GamingTrend,"Mar 10, 2020",Afterparty,Switch
60,"Afterpulse is a good shooter that provides casual fun for many hours, but that's it. The game feels very generic as it doesn't build a narrative and is really lookalike to military games like PUGB without any novelties, making it hard to be attached. Graphics are also not impressive and are very similar to the mobile version, making it look a bit lackluster on Switch.",Universo Nintendo,"Jul  6, 2021",Afterpulse,Switch
80,Agartha-S reminded me of the times I'd blindly rent a NES game as a kid then become pleasantly surprised upon playing it. It's truly a hidden gem for Switch and I highly recommend it whether you're into retro-style games or just looking to play something unique.,Video Chums,"Feb 12, 2019",Agartha-S,Switch
80,"Agatha Christie - Hercule Poirot: The First Cases is light on the ""game"" but successfully unravels a story like a page-turning mystery. It doesn't play out like a typical detective adventure, but instead uses a narrative that feels in line with the Mind Map mechanic. I appreciated the simple tale that allows the player to experience Poirot's process - no magic, no tricks, not even godlike intelligence - just the power of good old logical thinking. This detective game accomplishes what it set out to do: turn a mystery story into a compelling audio-visual experience.",KeenGamer,"Oct 27, 2021",Agatha Christie - Hercule Poirot: The First Cases,Switch
75,"The First Cases is a good tribute to one of the classic characters of fiction, and anyone who likes to curl up with a good mystery should find this to be to their liking as well.",Gaming Age,"Aug 22, 2022",Agatha Christie - Hercule Poirot: The First Cases,Switch
70,"First Cases is a significant change of direction from The ABC Murders, Poirot’s last outing also published by Microids. Stepping comfortably into visual novel territory and casting aside the puzzling that would hold back narrative flow, your fantasy is one not of being Hercule Poirot but rather of enjoying a Poirot novel. The Switch let’s you indulge in that as you would a great book, whether in the wingback of your stately home’s library or, indeed, on the toilet of your bedsit. For storytelling, the game format is ideal – even ingenious. The trademark Christie web of connections between events, evidence and the psychology of the characters is planned out in front of your eyes – either to pore over on a diagram or to stroll through in the neatly presented settings. The game’s main limitations are the inanimate world and workaday writing that fail to lend the sparkle of life to a well-machined story. Nonetheless, while puzzle-loving gamers shouldn’t pick this one up, visual novel fans and Hercule-heads won’t be able to put it down.",Nintendo Life,"Oct  7, 2021",Agatha Christie - Hercule Poirot: The First Cases,Switch
70,"Granted, when you’re as intelligent and debonnaire as Poirot, humility is beneath you. Where this adventure mystery game lacks in technique, it excels in creativity, humor, and puzzles. As a librarian who enjoys puzzles and escape rooms, Agatha Christie: The ABC Murders is an excellent nightcap to round out my day.",DarkStation,"Nov 11, 2020",Agatha Christie: The ABC Murders,Switch
70,"A different kind of point-and-click adventure, Agatha Christie – The ABC Murders has both highs and lows on the Nintendo Switch. But it’s the quantity and quality of speech that pushes it over the edge for me, despite the inexplicable lack of handheld play.",Pure Nintendo,"Oct 30, 2020",Agatha Christie: The ABC Murders,Switch
70,"If you’re a fan of Agatha Christie, murder mysteries, point and clicks, or puzzle games and want a fun little gem that will provide a day’s worth of amusement without trespassing into darker territory, then Agatha Christie – The ABC Murders will definitely delight you. Christie’s beloved detective duo graces the Nintendo Switch on October 6, 2020, and it’s up to players like you to help them solve puzzles, interrogate suspects, and find that notorious A.B.C. murderer.",Hey Poor Player,"Oct 27, 2020",Agatha Christie: The ABC Murders,Switch
70,"Ultimately, Agatha Christie's The ABC Murders is a perfectly competent point-and-click detective game, competently ported to Nintendo Switch. It's more difficult to deliver a ""great detective"" story in a way that feels appropriate to the character and the players than most people would think, but the developers have done an admirable job here overall. Just do yourself a favour and resist looking up a guide. Not all the puzzles are perfectly executed, but for this game to have the right impact on you, you really do want to be solving each puzzle without assistance, even if that does mean that you feel like your Poirot's IQ has dropped a couple hundred points.",Digitally Downloaded,"Oct 19, 2020",Agatha Christie: The ABC Murders,Switch
66,"A classic point & click adventure appropriate to adapt this mystery novel but whose biggest challenge for the player will not be the puzzles that the game offers but its control, which is not well designed to play on the console and has not been adapted to Switch. At least the touch screen could have been used.",Nintenderos,"Oct 11, 2020",Agatha Christie: The ABC Murders,Switch
75,"Agatha Knife is insanely intelligent and strives through its unique narrative. The art direction and music compliment the theme, making it a solid package overall. This brings well-deserved diversity to the point-and-click genre. The developers brought something very new to the table and proved the vast amount of potential in a game focused solely on a fun, weird story.",NintendoWorldReport,"May  2, 2018",Agatha Knife,Switch
70,"We will find all kinds of special mentions, peculiar and enigmatic characters, we will solve puzzles, riddles and the problems of the town while you find out how to improve the family business, the butcher’s.",Nintenderos,"Apr 27, 2018",Agatha Knife,Switch
70,"Agatha Knife isn't a perfect game, and definitely won't appeal to all. But if you can stomach some of the monotony and awkwardness of gameplay, you'll be rewarded with a charming and quirky little title that's got a lot of heart. Just don't let it get cut out of you.",Destructoid,"Apr 27, 2018",Agatha Knife,Switch
70,"Agatha Knife tackles vast subjects with surreal humour and delightful style but when it comes to the big questions, it doesn’t offer much beyond sarcasm and a shrug. Fortunately, the writing is entertaining enough to make the adventure worthwhile regardless, and the comprehensive touchscreen execution on Switch makes it an ideal candidate for anybody wanting to dip their toe into the point-and-click pool, provided you’re not put off by bad language or the odd splash of blood.",Nintendo Life,"Apr 26, 2018",Agatha Knife,Switch
60,"There are some good ideas to be found here, but it’s all spoilt by the lack of meat on the bone and not enough seasoning.",Nintendo Insider,"Apr 26, 2018",Agatha Knife,Switch
80,"Ageless is bright, colorful, and sounds great, but is just a bit clunky. The game gives off a Celeste-vibe, which is a good thing, but it can take some time to get used to the age mechanics and the precise aiming required for a lot of the puzzles.",Gaming Nexus,"Aug  7, 2020",Ageless,Switch
70,"Ageless isn’t timeless, but it is fun for a while. The experience would be a much smoother and more memorable one if its primary mechanic was easier to execute. Each world culminates in a boss fight, and these border on maddening when coupled with scarce checkpoints, the aforementioned aiming issues, and a system of progression that’s essential trial-and-error. Those who like their platformers extra spicy may find a satisfying 10 hours here, but be warned that fighting with the controls is par for this course.",NintendoWorldReport,"Aug  4, 2020",Ageless,Switch
70,"Ageless doesn’t try to innovate much, but if you’re ok with that, you’ll find a fun, old-school platformer with tight controls and good level design.",Vandal,"Jul 28, 2020",Ageless,Switch
70,"Ageless is the sort of game that could best be described as a great concept that almost nails the execution. The sombre narrative, cerebral gameplay, and distinct presentation are all great in their own regard, but each is plagued with enough inconsistencies and caveats to hold back the overall experience from true greatness. We’d give this one a cautious recommendation, as the distinct brand of puzzle-platforming gameplay ultimately proves to be a worthwhile experience, but this is also certainly not the ‘next Celeste’. Still, if you’ve been looking for a decent new indie for your Switch that you can clear in a reasonably short timeframe, it’s tough to go wrong here.",Nintendo Life,"Jul 28, 2020",Ageless,Switch
60,"There's no doubt that Ageless is based on a laudable concept and that
its plot, as well as its blend between platforming and puzzle elements
work at a competent degree. As far as the audiovisual experience goes,
however, Ageless needs more work. Overall and all things considered,
this game means well, tries to get there and is worthy of some attention
on behalf of Nintendo Switch players.",Starbit,"Aug 21, 2020",Ageless,Switch
60,"Ageless lands in an odd spot. It’s not bad - compelling level design and interesting puzzles keep your attention through its 8-odd hour runtime. Sadly, it just resembles Celeste too much to avoid the dooming question: why don’t you just play that instead? And if you already did - can you forget it enough to enjoy this?",Vooks,"Aug 10, 2020",Ageless,Switch
60,Ageless presents some truly ingenious puzzles and an engaging story yet its gameplay is a bit too haphazard to fully enjoy.,Video Chums,"Aug  1, 2020",Ageless,Switch
90,"However you decide to play Agent A: A Puzzle in Disguise, do it. The game is clever, it’s funny, it’s well-designed, and it’s involving. It’s a great game to share with others, but it’s fun to play on your own, too. Even at twice the cost of the mobile version, the game is well-worth the price on the Switch. The only bad thing about it is the suspicion that we’ll have to wait another four years for the completion of a sequel.",Pure Nintendo,"Aug 29, 2019",Agent A: A Puzzle In Disguise,Switch
86,"Agent A is a very entertaining and clever puzzle based adventure, that could be enjoyed by almost everyone who is interested in this kind of product.",Multiplayer.it,"Aug 29, 2019",Agent A: A Puzzle In Disguise,Switch
85,"Overall, Agent A: A Puzzle In Disguise is a clever and straightforward adventure-puzzle game. It’s much more accessible and condensed than something like Myst or The Witness, but it’s easy to complete over the course of a few evenings. Unfortunately, the Switch port seems to have done away with the challenges and achievements of the mobile versions, so there isn’t really any reason to replay Agent A after completing it. Regardless, I can highly recommend assisting Agent A in her mission as it’s a fun distraction that doesn’t overstay its welcome. This review will self-destruct in five seconds. Good luck, Agent!",NintendoWorldReport,"Oct  7, 2019",Agent A: A Puzzle In Disguise,Switch
80,"Agent A is cute, clever and an absolute joy of a world to play around in. It’s the sort of game where you can, like I did, invite someone to sit on the couch with you and help out with some puzzle solving, or just keep it on hand to occasionally pick up and play through a chapter. It’s absolutely worth your time and money, but if you’re grabbing it for the Switch just be prepared for a more handheld experience.",Vooks,"Aug 29, 2019",Agent A: A Puzzle In Disguise,Switch
75,"If you want anything more than a few nice-looking puzzles, you won’t really find that in Agent A. It’s a fine little puzzle game that you can fly through in five hours or so, but if you expect anything more than that you’ll be disappointed.",Gaming Age,"Nov 21, 2019",Agent A: A Puzzle In Disguise,Switch
75,Agent A is more Johnny English than James Bond but there’s no harm in having a little fun as a spy.,God is a Geek,"Sep  5, 2019",Agent A: A Puzzle In Disguise,Switch
70,"With its humorous spy theme and its satisfying, varied puzzles, Agent A is great fun. Admittedly, it’s currently cheaper and probably more at home on mobile, but it’s still a solid point-and-click addition to the Switch library.",Switch Player,"Oct 25, 2019",Agent A: A Puzzle In Disguise,Switch
70,"The gameplay is similar to other hidden object games, but the stylized look and groovy vibe give it a definite leg up. You’ll do a lot of tapping on things, object manipulation puzzles, and searching each room for hidden codes, safes and other secret things across a variety of locations and missions. Puzzles range from incredibly obvious to frustratingly obscure, but in general, Agent A is a solid little puzzler.",The Indie Game Website,"Sep  3, 2019",Agent A: A Puzzle In Disguise,Switch
70,"Agent A: A Puzzle in Disguise is a fun little puzzler. It has fairly simple puzzles, but the real challenge is connecting the dots and figuring out what you need to use and where. I may be stuck in chapter 5, yet I can still happily recommend it. The visuals may be a little underwhelming, but it’s more than serviceable for the type of game this is. I would heavily recommend that you play it in handheld mode, too, though using a controller is not inhibiting. However you choose to play it, Agent A will take you on an adventure and make you use your brain along the way.",Nintendo Enthusiast,"Aug 29, 2019",Agent A: A Puzzle In Disguise,Switch
40,Ultimately there’s a stack of more endearing and enjoyable arcade action style titles to play on your Switch than this.,Gamezebo,"Apr  8, 2022",Agent Intercept,Switch
90,"Aggelos is a lovely sweet spot for those looking for a bite-size experience which delivers quality in almost every aspect. It looks and sounds wonderful in both handheld and on a big screen. While the difficulty of old may not appeal to all, the game does a great job of making you feel like you worked hard to win and learn from defeat. Aggelos feels ageless, which is a truly lovely thing to experience.",Nintendo Insider,"May 10, 2019",Aggelos,Switch
80,"Aggelos it's a time travel, an adventure in the vein of those that we enjoyed in the 16-bit era, An oversaturated genre even in Switch (pixel art, platforming and 2D metroidvania action) with a style of gameplay adapted to modern tastes. It's not an innovative title, but it's fun, pretty and its right pace helps to get hooked till the end.",Hobby Consolas,"Sep 23, 2019",Aggelos,Switch
80,"Overall, this is a great little retro adventure that doesn’t outstay its welcome. It plays like a top tier title from back in the day, presents you with the sort of gameplay you want and expect from this type of game and serves it all up at a pace with such consistent quality that it’s hard not to be won over, no matter how fatigued you may be by the idea of another blast of old school pixel action.",Nintendo Life,"May  7, 2019",Aggelos,Switch
78,"Aggelos is a great retro-style and Metroidvania game, with a good soundtrack that will delight the most veteran fans of the genre. In spite of being a short title, it is challenging, and the exploration will be essential if we want to discover all its secrets.",Nintenderos,"Jan 27, 2020",Aggelos,Switch
75,"Inspired by the Wonder Boy franchise, Aggelos features a very enjoyable experience and a modern gameplay but truly lacks of creativity.",Jeuxvideo.com,"Feb 29, 2020",Aggelos,Switch
70,"Although there are far better choices in the ever-growing Switch library, Aggelos is a love letter to action platformers of the eighties and early nineties that will make people in their thirties smile.",SpazioGames,"May 20, 2019",Aggelos,Switch
16,"Unfortunately for you, the demons are overpowered (and sometimes come out of nowhere, hidden by the darkness), the puzzles are poorly-designed, and the possession has random rules and is left up to you to figure out. In other words, the gameplay is as bad as everything else about Agony. It’s not often you see a game that fails in almost literally every aspect imaginable, but that’s exactly what you get here.",Gaming Age,"Nov  7, 2019",Agony,Switch
75,"Speaking of grind, in a sense ‘grind’ is the basis of gameplay for not only Aground but also the genre as a whole – grind resources to hit the next objective, rinse and repeat. However, in Aground players may be more acutely aware of this as the progression is largely linear, although players can explore at their own pace and the world is semi-randomized. This is not a detriment per se – in fact, it seems clear that the game is built with this as the goal in mind, and thus those who enjoy the grind will find themselves at home.",GameCritics,"Mar  1, 2021",Aground,Switch
75,"Aground surprised me with how much I kept wanting to get back to it the more I played. It won’t win any awards for its visuals and could certainly do well by limiting battling. That said, it hit the mark with tranquil digging, incentivizing crafting with small goals in its missions, and gradually pushing you along to explore the wider world around your starting grounds. If you like your crafting but want a guiding hand for your experience, Aground is a good place to start.",NintendoWorldReport,"Feb 12, 2021",Aground,Switch
94,"AI: The Somnium Files' story is dark, with a lot of horrific and upsetting moments to be found, but I was pleasantly surprised by the amount of humor and, dare I say it, heart present in the plot too.",RPG Fan,"Sep 13, 2019",AI: The Somnium Files,Switch
92,"Overall, I'm gushing about how much I loved AI: The Somnium Files. The quality of characters and story mixed with the variety of gameplay and fun investigative segments make it a must-own for fans of Japanese detective games.",Video Chums,"Sep 12, 2019",AI: The Somnium Files,Switch
90,"With an endearing, violent, and engaging story, AI: The Somnium Files is an adventure game that fans of the visual novel genre should not miss. With a novel puzzle-solving mechanic and impressive voice performances, this game is a dream come true.",GamingTrend,"Dec 31, 2019",AI: The Somnium Files,Switch
90,"AI: The Somnium Files is a great game from the creators of Zero Scape. The story promises to keep the player expectant until the end of the adventure. The gameplay goes a little unnoticed and could have had more mechanics to enrich the gaming experience. However, for those of you interested in this type of visual novels, this is an essential title.",Nintenderos,"Oct  5, 2019",AI: The Somnium Files,Switch
90,"For fans of the Zero Escape games, AI: The Somnium Files is an absolute must-buy, and its more accessible story, interesting puzzle gameplay, and slightly muted anime aesthetic hopefully means it can enjoy a more mainstream success and potentially kick-start a new series for Spike Chunsoft.",Game Rant,"Sep 25, 2019",AI: The Somnium Files,Switch
90,"AI: The Somnium Files is a masterfully crafted narrative that makes the most out of the adventure genre. Choices that matter, and result in shocking outcomes, and the unpredictable story has a fleshed-out cast of characters. While the Switch version does have some technical short comings that can be overlooked, anyone looking for a genre-bending mystery will be sucked in to Kotaro Uchikoshi's latest and greatest opus.",Cubed3,"Sep 25, 2019",AI: The Somnium Files,Switch
90,"AI: The Somnium Files is a must-play for fans of detective games. It’s risky, creative, fascinating, and feels like the next step for the visual novel medium. There are plenty of valid worries I’ve seen pop up from people who felt burnt by ZTD, but I feel like all of those were addressed here. It’s far from perfect, but the flaws are incredibly minor and it still delivers the strongest narrative I’ve seen from a game all year. Fans and newcomers will find a lot to Love with AI, don’t Sleep on this game.",RPG Site,"Sep 19, 2019",AI: The Somnium Files,Switch
85,"After a comparatively slow couple of hours at the start, AI: The Somnium Files takes off and never slows down. [Issue #44 – January/February 2020, p. 74]",Nintendo Force Magazine,"Apr 30, 2020",AI: The Somnium Files,Switch
83,"AI: The Somnium Files is another brilliant adventure from Kotaro Uchikoshi, that deepens its narrative structure at the price of loosening a bit of its puzzle design. All in all, it's a compelling interactive story that deserves to be played.",Multiplayer.it,"Oct 25, 2021",AI: The Somnium Files,Switch
80,"It's not the most substantial adventure game in terms of puzzles or comedy, but AI: The Somnium Files has it where it counts: the story and characters.",Screen Rant,"Oct 21, 2019",AI: The Somnium Files,Switch
80,"A lot of my interest in Ai was due to the writing talent: though he’s done things since, this is the first post-Zero Escape project from Uchikoshi that I’ve had the chance to play. I definitely want to see where Ai is going next, and just hope that the experience is a little smoother when it goes wide.",NintendoWorldReport,"Sep 13, 2019",AI: The Somnium Files,Switch
80,"AI: The Somnium Files starts out slow but once you've traversed a few of its delightfully surreal Somnium dreamscapes and got to an ending or two, working your way back through your flowchart and striking out in different directions, it becomes an engaging and tense affair. Fans of the Zero Escape games will feel right at home here, and director Kotaro Uchikoshi’s talent for putting the player into increasingly unsettling circumstances ensures everything takes flight in a very satisfying way as you work your way through the many strands of the loopy central mystery towards its various different endings.",Nintendo Life,"Sep 12, 2019",AI: The Somnium Files,Switch
75,"While the oversexualization is disappointing and even distracts from the story at points, I’ll still sing the praises of AI: The Somnium Files because it respects the player’s time, offers interesting characters, and the Somnium sections are great to explore. It’s recommended with a slight caveat, but it’s still recommended.",GameCritics,"Nov 12, 2019",AI: The Somnium Files,Switch
95,"Spike Chunsoft has done it again with AI: THE SOMNIUM FILES nirvanA Initiative. They tell an incredible murder mystery that’s a ton of fun to figure out, all while solving brain-bending puzzles and talking to a colorful cast of endearing characters. There are a lot of performance issues and bugs, but those are nitpicks compared to just the sheer joy of diving into people’s minds to solve the case.",GamingTrend,"Jun 24, 2022",AI: The Somnium Files - nirvanA Initiative,Switch
90,AI: The Somnium Files - nirvanA Initiative tells a fascinating story with some weird and wonderful characters and more than a few twists and turns.,God is a Geek,"Jul 25, 2022",AI: The Somnium Files - nirvanA Initiative,Switch
90,"AI: The Somnium Files – nirvanA Initiative may not be the unexpected surprise that the first game was, but it lives up to the impressive bar of quality set by its predecessor in a way few games of its genre manage to. This Switch version has a few technical issues, but nothing that should keep you from enjoying the game here if this is where you want to play it.",TouchArcade,"Jun 29, 2022",AI: The Somnium Files - nirvanA Initiative,Switch
90,"AI: The Somnium Files nirvanA Initiative is a fantastic adventure game that builds on the original with improvements in just about every way. While it suffers from a few technical issues on Nintendo Switch even with the day one patch, it is an improved Switch conversion compared to the first game. AI: The Somnium Files nirvanA Initiative is easily one the best Switch games of 2022.",The Mako Reactor,"Jun 27, 2022",AI: The Somnium Files - nirvanA Initiative,Switch
90,"AI: The Somnium Files – nirvanA Initiative is one of the most interesting visual novels we’ve played through in a while. The murder mystery at its heart is brought to life by some great writing and quirky characters alongside the satisfyingly integrated, beautifully balanced Psync puzzle elements. Even with some minor control issues, there is a lot to love in this game even if you never picked up the original. Highly recommended if you're even a little bit curious.",Nintendo Life,"Jun 22, 2022",AI: The Somnium Files - nirvanA Initiative,Switch
90,The incredible narrative and charismatic characters of AI: The Somnium Files - nirvanA Initiative make up for a unique experience that is only weighed down by some scenes that feel a bit out of place. Uchikoshi has managed to write one of his best games to date.,Nintenderos,"Jun 20, 2022",AI: The Somnium Files - nirvanA Initiative,Switch
90,"While anyone who enjoys mystery games, visual novels, or the often bizarre story-telling quirks of Spike Chunsoft games will find a lot to love in AI: The Somnium Files - nirvanA Initiative, it's really a game that shouldn't be missed by anyone. A combination of maddening puzzles with satisfying solutions, a story that is as weird as it is excellent, and characters who make memorable impressions sees nirvanA Initiative establish itself as a worthy sequel to one of the better sleeper hits of the past several years. AI: The Somnium Files - nirvanA Initiative works very hard to keep your eyes focused on it at all times, and the reward is a rollercoaster ride that's superb from start to finish.",Screen Rant,"Jun 20, 2022",AI: The Somnium Files - nirvanA Initiative,Switch
84,"Kotaro Uchikoshi continues his style in AI: The Somnium Files - nirvanA Initiative, which is also one of the best AVG games of the year. It uses a dual narrative thread to create two worlds that are six years apart, yet closely connected, and gives the players enough surprises with a super plot twist at the end. The renovation of the investigation mechanism and the increase in pseudoscience content make this game seem more ""detective style"". Excellent characterizations, as well as a large number of interesting memes, all give the players a different type of emotional experience. The addition of more mini-games also brings a lot of different kinds of fun to the game. Unfortunately, the connection between the two protagonists in this game is too weak. In addition, the new protagonist Ryuki seems to be difficult to attract the attention of the players. Moreover, this game ends too hastily, failing to push the player's experience to a climax at last. This makes this game a little short of a masterpiece, unable to stand out among the many excellent works of Kotaro Uchikoshi.",Gamersky,"Jun 30, 2022",AI: The Somnium Files - nirvanA Initiative,Switch
82,"AI: The Somnium Files - nirvanA Initiative is a worthy sequel to its predecessor, improving in all areas and incorporating new features that fans will greatly appreciate. With a new story full of mysteries and plot twists, colorful characters and a refined gameplay, we have been delighted with a title that, although it is designed for a very specific niche of players, knows how to do things right.",Nintenduo,"Jun 20, 2022",AI: The Somnium Files - nirvanA Initiative,Switch
80,"Fans of gripping mysteries and intriguing puzzles will love the eclectic storytelling, but not necessarily the pervy humour, in Kotaro Uchikoshi’s most fascinating oddity.",Metro GameCentral,"Dec 19, 2022",AI: The Somnium Files - nirvanA Initiative,Switch
80,"Even with its narrative failings, I consider my time with nirvanA Initiative well spent. Whether or not it surpasses the original is entirely down to personal preference, but either way it's a must-play for both veteran and budding visual novel aficionados. [Issue #62 – November/December 2022, p. 72]",Nintendo Force Magazine,"Nov  9, 2022",AI: The Somnium Files - nirvanA Initiative,Switch
80,"AI: The Somnium Files – nirvanA Initiative, like AI: The Somnium Files, is simply a fantastic adventure. Its plot is fascinating, and I love how it handles its investigations. It is absolutely a worthy successor, though I very much recommend people play both games.",Siliconera,"Jun 23, 2022",AI: The Somnium Files - nirvanA Initiative,Switch
78,"AI: The Somnium Files – nirvanA Initiative was a wild ride and honestly, one of the most thought-provoking games I’ve played for a long time. While I wanted to love this series, it fell short of my expectations. I don’t think it’s something that everyone would enjoy, but even so, I still recommend it. AI: The Somnium Files – nirvanA Initiative is not something you can easily put down, and it makes you want to uncover the truth until the very end. But be warned, “Truth is only an Illusion.”",Movies Games and Tech,"Aug 31, 2022",AI: The Somnium Files - nirvanA Initiative,Switch
