title,platform,developer,genre,rating,release_date,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
The Warriors,PlayStation 4,Rockstar Toronto,"['Action', ""Beat-'Em-Up"", '3D']",M,"Jul  5, 2016",,0,No score yet,0,1,0,7.2,Mixed or average reviews,11,3,3
The Watchmaker,PlayStation 4,Micropsia Games,"['Action', 'Platformer', '3D']",,"Mar 25, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
The Whiskey Story,PlayStation 4,Webnetic s. r. o.,"['Action', 'General']",E,"Jul 13, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
The Wild At Heart,PlayStation 4,Moonlight Kids,"['Adventure', 'General']",E10+,"Nov 16, 2021",,75,Generally favorable reviews,4,1,0,tbd,No user score yet,1,0,0
The Wild Eight,PlayStation 4,Eight Points,"['Action Adventure', 'Survival']",,"Oct 27, 2020",,63,Mixed or average reviews,0,3,1,tbd,No user score yet,0,3,1
The Wine Story,PlayStation 4,Webnetic s. r. o.,"['Action', 'General']",E,"Jun 12, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
The Witch and the Hundred Knight 2,PlayStation 4,Nippon Ichi Software,"['Role-Playing', 'Action RPG']",T,"Mar 27, 2018",,61,Mixed or average reviews,3,17,4,6.3,Mixed or average reviews,9,3,5
The Witch and the Hundred Knight: Revival Edition,PlayStation 4,Nippon Ichi Software,"['Role-Playing', 'Action RPG']",T,"Mar  1, 2016",,63,Mixed or average reviews,4,15,1,6.9,Mixed or average reviews,25,6,9
The Witch's House MV,PlayStation 4,Fummy,"['Role-Playing', 'Adventure', 'General']",T,"Oct 13, 2022",,0,No score yet,1,1,0,tbd,No user score yet,2,1,0
The Witcher 3: Wild Hunt,PlayStation 4,CD Projekt Red Studio,"['Action RPG', 'Role-Playing', 'Action RPG']",M,"May 19, 2015",,92,Universal acclaim,78,1,0,9.2,Universal acclaim,"16,690",566,"1,091"
The Witcher 3: Wild Hunt - Blood and Wine,PlayStation 4,CD Projekt Red Studio,"['Role-Playing', 'Action RPG']",M,"May 30, 2016",,91,Universal acclaim,26,1,0,9.2,Universal acclaim,"1,858",42,120
The Witcher 3: Wild Hunt - Complete Edition,PlayStation 4,CD Projekt Red Studio,"['Role-Playing', 'Action RPG']",M,"Aug 30, 2016",,0,No score yet,0,0,0,9.0,Universal acclaim,440,6,39
The Witcher 3: Wild Hunt - Hearts of Stone,PlayStation 4,CD Projekt Red Studio,"['Role-Playing', 'Action RPG']",M,"Oct 12, 2015",,90,Universal acclaim,25,0,0,9.0,Universal acclaim,"1,843",47,132
The Witcher 3: Wild Hunt - New Quest: 'Contract: Missing Miners',PlayStation 4,CD Projekt,"['Role-Playing', 'Action RPG']",M,"May 27, 2015",,0,No score yet,0,0,0,6.2,Mixed or average reviews,7,0,4
The Witcher 3: Wild Hunt - New Quest: 'Contract: Skellige's Most Wanted',PlayStation 4,CD Projekt,"['Role-Playing', 'Action RPG']",M,"Jun 24, 2015",,0,No score yet,0,0,0,5.6,Mixed or average reviews,7,0,5
The Witcher 3: Wild Hunt - New Quest: 'Fool's Gold',PlayStation 4,CD Projekt,"['Role-Playing', 'Action RPG']",M,"Jun 10, 2015",,0,No score yet,0,0,0,5.8,Mixed or average reviews,6,0,4
The Witcher 3: Wild Hunt - New Quest: 'Scavenger Hunt: Wolf School Gear',PlayStation 4,CD Projekt,"['Role-Playing', 'Action RPG']",M,"Jun 17, 2015",,0,No score yet,0,0,0,5.8,Mixed or average reviews,6,0,4
The Witcher 3: Wild Hunt - New Quest: 'Where the Cat and Wolf Play...',PlayStation 4,CD Projekt,"['Role-Playing', 'Action RPG']",M,"Jul  1, 2015",,0,No score yet,0,0,0,5.8,Mixed or average reviews,6,0,4
The Witness,PlayStation 4,"Thekla, Inc","['Miscellaneous', 'General', 'General', 'Puzzle', 'Puzzle', 'Adventure', '3D', 'First-Person']",E,"Jan 26, 2016",,87,Generally favorable reviews,71,9,2,7.5,Generally favorable reviews,559,144,147
The Wizard and The Slug,PlayStation 4,"Ratalaika Games, Silkworm","['Action', 'Platformer', '2D']",T,"Jun 10, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,1,0
The Wizards: Enhanced Edition,PlayStation 4,Carbon Studio,"['Action', 'Shooter', 'Light Gun']",E10+,"Mar 12, 2019",,68,Mixed or average reviews,9,14,0,6.0,Mixed or average reviews,8,1,5
The Wolf Among Us,PlayStation 4,Telltale Games,"['Action Adventure', 'Adventure', 'General', 'Fantasy', 'Point-and-Click']",M,"Nov  4, 2014",,83,Generally favorable reviews,5,1,0,8.5,Generally favorable reviews,477,59,22
The Wonderful 101: Remastered,PlayStation 4,PlatinumGames,"['Action', 'General']",T,"May 19, 2020",,76,Generally favorable reviews,7,2,1,6.2,Mixed or average reviews,28,8,16
The Wood Story,PlayStation 4,Webnetic s. r. o.,"['Action', 'General']",,"Nov 23, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
The Wreck,PlayStation 4,The Pixel Hunt,"['Adventure', 'General']",,"Mar 14, 2023",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
The Yakuza Remastered Collection,PlayStation 4,Ryu ga Gotoku Studios,"['Miscellaneous', 'Compilation']",M,"Aug 20, 2019",,83,Generally favorable reviews,21,1,0,7.8,Generally favorable reviews,27,4,5
The Zebra Z,PlayStation 4,Webnetic s. r. o.,"['Action', 'General']",,"Jan 21, 2023",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Thea: The Awakening,PlayStation 4,MuHa Games,"['Strategy', 'Turn-Based', '4X']",T,"May 31, 2017",,0,No score yet,1,0,0,7.1,Mixed or average reviews,7,1,2
Theatrhythm Final Bar Line,PlayStation 4,indieszero,"['Action', 'Rhythm', 'Music']",T,"Feb 16, 2023",,87,Generally favorable reviews,21,1,0,5.2,Mixed or average reviews,17,0,15
theHunter: Call of the Wild,PlayStation 4,THQ Nordic,"['Sports', 'Individual', 'Nature', 'Hunting']",T,"Oct  2, 2017",,75,Generally favorable reviews,3,1,0,6.6,Mixed or average reviews,27,10,13
theHunter: Call of the Wild - 2019 Edition,PlayStation 4,Avalanche Studios,"['Sports', 'Individual', 'Nature', 'Hunting']",T,"Oct 16, 2018",,0,No score yet,1,1,0,5.7,Mixed or average reviews,4,0,3
theHunter: Call of the Wild - 2021 Edition,PlayStation 4,Expansive Worlds,"['Sports', 'Individual', 'Nature', 'Hunting']",T,"Sep 28, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
theHunter: Call of the Wild - Medved-Taiga,PlayStation 4,Expansive Worlds,"['Sports', 'Individual', 'Nature', 'Hunting']",,"Mar  6, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
theHunter: Call of the Wild - Parque Fernando,PlayStation 4,Expansive Worlds,"['Sports', 'Individual', 'Nature', 'Hunting']",,"Dec 20, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Them Bombs,PlayStation 4,Yellow Dot,"['Puzzle', 'Action']",,"Apr 14, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Them's Fightin' Herds,PlayStation 4,"Mane6, Inc.","['Action', 'Fighting', '2D']",E10+,"Oct 18, 2022",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Them's Fightin' Herds - Additional Character #1 Texas,PlayStation 4,"Mane6, Inc.","['Action', 'Fighting', '2D']",E10+,"Dec 19, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Theme Park Simulator: Rollercoaster Paradise,PlayStation 4,BadLand Publishing,"['Strategy', 'Management', 'Business / Tycoon']",E,"Aug 21, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
TheNightfall,PlayStation 4,Visual Imagination Software,"['Adventure', '3D', 'First-Person']",T,"Nov 27, 2019",,0,No score yet,0,0,0,tbd,No user score yet,1,0,1
There Came an Echo,PlayStation 4,Iridium Studios,"['Sci-Fi', 'Strategy', 'Real-Time', 'General']",T,"May 31, 2016",,59,Mixed or average reviews,0,5,0,tbd,No user score yet,1,0,0
There is a Genie in my Szechuan Sauce Remastered,PlayStation 4,Kimulator's Films inc.,"['Adventure', 'General']",M,"Dec  9, 2022",,0,No score yet,0,0,1,tbd,No user score yet,0,0,1
Theseus,PlayStation 4,Forge Reply,"['Action Adventure', 'General']",T,"Jul 26, 2017",,56,Mixed or average reviews,3,16,3,6.5,Mixed or average reviews,9,6,4
They Always Run,PlayStation 4,Alawar Premium,"['Action', 'Platformer', '2D']",M,"Jun  1, 2022",,0,No score yet,0,1,0,tbd,No user score yet,1,0,0
They Are Billions,PlayStation 4,Numantian Games,"['Strategy', 'Real-Time', 'Defense']",T,"Jul  1, 2019",,72,Mixed or average reviews,9,9,1,5.6,Mixed or average reviews,9,1,6
Thief,PlayStation 4,Eidos Montreal,"['Fantasy', 'Action Adventure', 'General', 'Fantasy']",M,"Feb 25, 2014",,67,Mixed or average reviews,18,27,3,6.4,Mixed or average reviews,351,280,189
Thief Simulator,PlayStation 4,PlayWay,"['Simulation', 'Virtual', 'Career']",,"Aug 12, 2020",,0,No score yet,0,0,0,6.4,Mixed or average reviews,4,0,3
Thief Town,PlayStation 4,Glass Knuckle Games,"['Action', 'Miscellaneous', 'General', 'Party / Minigame']",E10+,"Sep 29, 2015",,0,No score yet,1,2,0,tbd,No user score yet,1,0,0
Thimbleweed Park,PlayStation 4,Ron Gilbert and Gary Winnick,"['Adventure', 'Point-and-Click']",T,"Aug 22, 2017",,86,Generally favorable reviews,7,0,0,7.7,Generally favorable reviews,44,4,9
Think of the Children,PlayStation 4,Jammed Up Studios,"['Action', 'Simulation', 'General', 'Virtual', 'Virtual Life']",T,"Sep 25, 2018",,0,No score yet,1,0,0,tbd,No user score yet,1,0,0
This Is the Police,PlayStation 4,Weappy Studio,"['Simulation', 'Virtual', 'Virtual Life', 'Career']",M,"Mar 22, 2017",,63,Mixed or average reviews,1,10,1,6.6,Mixed or average reviews,16,16,6
This is the Police 2,PlayStation 4,Weappy Studio,"['Simulation', 'Virtual', 'Career']",M,"Sep 25, 2018",,0,No score yet,0,3,0,4.9,Generally unfavorable reviews,2,1,4
This is the Zodiac Speaking,PlayStation 4,Punk Punch Games,"['Adventure', '3D', 'First-Person']",M,"Oct 15, 2020",,0,No score yet,0,0,3,tbd,No user score yet,1,0,2
This War of Mine: The Little Ones,PlayStation 4,11 bit studios,"['Strategy', 'Miscellaneous', 'Action Adventure', 'Real-Time', 'Survival', 'Board / Card Game', 'General']",M,"Jan 29, 2016",,78,Generally favorable reviews,27,9,1,7.6,Generally favorable reviews,117,42,20
Thomas Was Alone,PlayStation 4,Mike Bithell,"['Action', 'Platformer', '2D']",E,"Nov 25, 2014",,0,No score yet,0,1,0,6.7,Mixed or average reviews,19,6,6
Those Who Remain,PlayStation 4,Camel 101,"['Adventure', '3D', 'First-Person']",M,"May 28, 2020",,49,Generally unfavorable reviews,0,15,12,6.2,Mixed or average reviews,20,10,12
Three Fourths Home: Extended Edition,PlayStation 4,[bracket]games,"['Adventure', 'General', 'Text']",M,"Oct 13, 2015",,0,No score yet,1,0,1,6.4,Mixed or average reviews,6,7,3
Throne Quest Deluxe,PlayStation 4,Valorware,"['Role-Playing', 'Action RPG']",E10+,"Sep  6, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Thronebreaker: The Witcher Tales,PlayStation 4,CD Projekt Red Studio,"['Role-Playing', 'Action RPG', 'Strategy', 'Turn-Based', 'Card Battle']",T,"Dec  4, 2018",,80,Generally favorable reviews,7,1,0,7.3,Mixed or average reviews,92,12,30
Through the Darkest of Times,PlayStation 4,HandyGames,"['Strategy', 'General']",,"Aug 13, 2020",,0,No score yet,2,1,0,7.0,Mixed or average reviews,4,0,1
Through the Woods,PlayStation 4,Antagonist,"['Action Adventure', 'Survival']",M,"May  8, 2018",,0,No score yet,0,2,0,5.5,Mixed or average reviews,3,6,3
Throw Anything,PlayStation 4,Visual light,"['Strategy', 'Real-Time', 'Defense']",E,"Feb  6, 2020",,53,Mixed or average reviews,0,2,2,tbd,No user score yet,0,1,0
Thumper,PlayStation 4,"drool Games, Drool","['Action', 'Rhythm', 'Music']",E10+,"Oct 10, 2016",,84,Generally favorable reviews,36,4,0,7.3,Mixed or average reviews,84,14,26
Thunder Kid II: Null Mission,PlayStation 4,Renegade Sector Games,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",E10+,"Jun 15, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Thunder Kid: Hunt for the Robot Emperor,PlayStation 4,"EastAsiaSoft, Renegade Sector Games","['Action', 'Shooter', 'Third-Person', ""Shoot-'Em-Up"", 'Arcade', 'Vertical']",E10+,"Mar 23, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Thunder Paw,PlayStation 4,SergioPoverony,"['Action', 'Platformer', '2D']",E10+,"Mar 17, 2020",,0,No score yet,0,1,0,tbd,No user score yet,0,1,1
Thunderflash,PlayStation 4,"SEEP, Ratalaika Games","['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",E10+,"Feb 26, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Thy Sword,PlayStation 4,Gamephase,"['Action', 'Platformer', '2D']",E10+,"May 12, 2020",,0,No score yet,0,2,0,tbd,No user score yet,2,0,0
Tic-Tac-Letters by POWGI,PlayStation 4,Lightwood Games,"['Puzzle', 'Logic']",E,"Oct  1, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Ticket to Ride,PlayStation 4,"Days Of Wonder, Asmodee","['Miscellaneous', 'Board / Card Game']",E,"Nov 13, 2018",,0,No score yet,1,1,0,tbd,No user score yet,2,0,0
Ticket to Ride: Europe,PlayStation 4,Asmodee,"['Miscellaneous', 'Board / Card Game']",,"Nov 13, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Ticket to Ride: Germany,PlayStation 4,Asmodee,"['Miscellaneous', 'Board / Card Game']",,"Nov 13, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Ticket to Ride: India,PlayStation 4,Asmodee,"['Miscellaneous', 'Board / Card Game']",,"Nov 13, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Ticket to Ride: Legendary Asia,PlayStation 4,Asmodee,"['Miscellaneous', 'Board / Card Game']",,"Nov 13, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Ticket to Ride: Nordic Countries,PlayStation 4,Asmodee,"['Miscellaneous', 'Board / Card Game']",,"Nov 13, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Ticket to Ride: Pennsylvania,PlayStation 4,Asmodee,"['Miscellaneous', 'Board / Card Game']",,"Nov 13, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Ticket to Ride: Switzerland,PlayStation 4,Asmodee,"['Miscellaneous', 'Board / Card Game']",,"Nov 13, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Ticket to Ride: United Kingdom,PlayStation 4,Asmodee,"['Miscellaneous', 'Board / Card Game']",,"Nov 13, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Ticket to Ride: USA 1910,PlayStation 4,Asmodee,"['Miscellaneous', 'Board / Card Game']",,"Nov 13, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Tiles,PlayStation 4,Romans I XVI Gaming,"['Puzzle', 'Action']",E,"Feb 20, 2018",,0,No score yet,0,1,0,tbd,No user score yet,0,1,0
Tilt Brush,PlayStation 4,Sony Interactive Entertainment,"['Miscellaneous', 'Application']",T,"Mar 27, 2020",,0,No score yet,0,0,0,6.7,Mixed or average reviews,4,1,2
Tilting Tiles,PlayStation 4,TreeFall Studios L.L.C.,"['Action', 'General']",E,"Nov 23, 2021",,0,No score yet,0,1,0,tbd,No user score yet,0,1,0
Tilting Tiles: Ultimate Tilt Remix,PlayStation 4,TreeFall Studios L.L.C.,"['Puzzle', 'Action']",E,"Dec 13, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Timber Tennis: Versus,PlayStation 4,Crunching Koalas,"['Sports', 'Individual', 'Tennis']",E10+,"Nov  8, 2018",,0,No score yet,0,1,1,3.8,Generally unfavorable reviews,0,1,3
Timberman VS,PlayStation 4,Forever Entertainment,"['Action', 'Arcade']",,"Sep  4, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Time Carnage,PlayStation 4,Wales Interactive,"['Action', 'Shooter', 'Light Gun']",T,"Apr 10, 2018",,54,Mixed or average reviews,0,7,3,4.3,Generally unfavorable reviews,4,2,6
Time Loader,PlayStation 4,Flazm,"['Puzzle', 'Action']",E,"Mar 10, 2022",,0,No score yet,2,0,0,tbd,No user score yet,0,0,1
Time Machine VR,PlayStation 4,Minority Media Inc.,"['Adventure', '3D', 'First-Person']",T,"Nov 15, 2016",,0,No score yet,0,2,0,7.1,Mixed or average reviews,5,2,2
Time on Frog Island,PlayStation 4,Half Past Yellow,"['Action Adventure', 'Adventure', '3D', 'Open-World', 'Third-Person']",E,"Jul 12, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Time Recoil,PlayStation 4,10tons,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",T,"Sep 12, 2017",,71,Mixed or average reviews,1,4,0,tbd,No user score yet,1,0,0
Time Rift,PlayStation 4,Dolores Entertainment,"['Puzzle', 'Action']",E,"Jun 14, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Timespinner,PlayStation 4,Lunar Ray Games,"['Action', 'Platformer', '2D', 'Metroidvania']",T,"Sep 25, 2018",,81,Generally favorable reviews,7,1,0,6.4,Mixed or average reviews,18,2,9
Timothy and the Mysterious Forest,PlayStation 4,"Raiser Games, Kibou Entertainment","['Action Adventure', 'Open-World']",E10+,"Jan 22, 2021",,0,No score yet,0,1,0,tbd,No user score yet,0,1,0
Timothy vs. the Aliens,PlayStation 4,Wild Sphere S.L.,"['Action', 'Action Adventure', 'Shooter', 'Open-World', 'Third-Person', 'Arcade']",T,"Feb 27, 2018",,0,No score yet,0,1,2,6.6,Mixed or average reviews,3,4,1
Tin & Kuna,PlayStation 4,Black River Studios,"['Action', 'Platformer', '3D']",E,"Sep 10, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Tin Hearts,PlayStation 4,Rogue Sun,"['General', 'Puzzle', 'Action']",E,"Apr 20, 2023",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Tina's Toy Factory,PlayStation 4,Strange Games Studios,"['Puzzle', 'Matching']",E,"Aug 25, 2015",,0,No score yet,0,0,0,tbd,No user score yet,0,1,2
Tinertia,PlayStation 4,"Candescent Games, Inc","['Action', 'Platformer', '2D']",E10+,"Jun 20, 2017",,0,No score yet,0,1,0,5.5,Mixed or average reviews,1,3,2
Tinker Racers,PlayStation 4,Rumbora Party Games,"['Racing', 'Arcade', 'Automobile']",,"Mar 25, 2021",,0,No score yet,0,1,0,tbd,No user score yet,0,1,0
Tiny Brains,PlayStation 4,Spearhead Games,"['Action', 'Puzzle', 'Miscellaneous', 'Puzzle', 'Action']",E10+,"Dec  3, 2013",,64,Mixed or average reviews,5,20,1,6.7,Mixed or average reviews,38,22,14
Tiny Hands Adventure,PlayStation 4,Forever Entertainment,"['Action', 'Platformer', '3D']",,"Mar  5, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,1,0
Tiny Metal,PlayStation 4,AREA35,"['Strategy', 'Turn-Based', 'Tactics']",E10+,"Jan  3, 2018",,0,No score yet,0,3,0,3.8,Generally unfavorable reviews,4,0,8
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-Shot Adventure,PlayStation 4,Gearbox Software,"['Action', 'Shooter', 'First-Person', 'Arcade']",T,"Nov  9, 2021",,0,No score yet,2,0,0,5.3,Mixed or average reviews,7,4,6
Tiny Tina's Wonderlands,PlayStation 4,Gearbox Publishing,"['Action', 'Shooter', 'First-Person', 'Arcade']",T,"Mar 25, 2022",,0,No score yet,0,0,0,5.1,Mixed or average reviews,15,5,18
Tiny Tina's Wonderlands: Coiled Captors,PlayStation 4,Gearbox Software,"['Action', 'Shooter', 'First-Person', 'Arcade']",,"Apr 21, 2022",,0,No score yet,0,0,0,0.8,Overwhelming dislike,0,0,13
Tiny Tina's Wonderlands: Shattering Spectreglass,PlayStation 4,Gearbox Software,"['Action', 'Shooter', 'First-Person', 'Arcade']",T,"Aug 11, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
Tiny Trax,PlayStation 4,FuturLab,"['Racing', 'Arcade', 'Futuristic']",E,"Jul 25, 2017",,72,Mixed or average reviews,8,5,0,4.9,Generally unfavorable reviews,4,0,4
Tiny Troopers: Global Ops,PlayStation 4,Kukouri Mobile Entertainment,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",T,"Mar  9, 2023",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Tiny Troopers: Joint Ops,PlayStation 4,"Kukouri Mobile Entertainment, Epiphany Games, Plunge Interactive","['Action', 'General', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",T,"Nov 18, 2014",,65,Mixed or average reviews,0,4,0,5.4,Mixed or average reviews,8,5,9
Tiny Troopers: Joint Ops - Zombie Campaign DLC,PlayStation 4,Epiphany Games,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",T,"Nov 29, 2016",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Tinykin,PlayStation 4,Splashteam,"['Action', 'Strategy', 'Real-Time', 'Platformer', '3D', 'Command']",,"Aug 30, 2022",,0,No score yet,0,0,0,tbd,No user score yet,2,0,0
Tip Top: Don't fall!,PlayStation 4,"Sometimes You, Tristan Dahl","['Action', 'General']",E10+,"Sep 28, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Titan Attacks!,PlayStation 4,Puppy Games,"['Action', 'Platformer', 'Shooter', '2D', 'Static', ""Shoot-'Em-Up"", 'Top-Down', 'Vertical']",E,"May  6, 2014",,74,Mixed or average reviews,2,2,0,6.2,Mixed or average reviews,21,23,14
Titan Chaser,PlayStation 4,Stas Shostak,"['Action Adventure', 'General']",T,"Sep 15, 2021",,0,No score yet,0,0,0,tbd,No user score yet,2,0,1
Titan Quest,PlayStation 4,THQ Nordic,"['Role-Playing', 'Action RPG']",T,"Mar 20, 2018",,55,Mixed or average reviews,1,9,4,6.1,Mixed or average reviews,24,18,16
Titan Quest: Atlantis,PlayStation 4,Pieces Interactive,"['Role-Playing', 'Action RPG']",T,"Mar 31, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Titan Quest: Ragnarok,PlayStation 4,"Iron Lore Entertainment, Pieces Interactive","['Role-Playing', 'Action RPG']",T,"Mar 24, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Titan Souls,PlayStation 4,Acid Nerve,"['Action', 'Action Adventure', 'General']",T,"Apr 14, 2015",,73,Mixed or average reviews,10,13,0,6.7,Mixed or average reviews,50,29,22
Titanfall 2,PlayStation 4,Respawn Entertainment,"['Action', 'Shooter', 'First-Person', 'Arcade']",M,"Oct 28, 2016",,89,Generally favorable reviews,60,1,0,8.6,Generally favorable reviews,"2,023",194,143
Titanfall 2 - A Glitch in the Frontier,PlayStation 4,Respawn Entertainment,"['Action', 'Shooter', 'First-Person', 'Arcade']",M,"Apr 25, 2017",,0,No score yet,0,0,0,tbd,No user score yet,2,0,1
Titanfall 2 - Colony Reborn,PlayStation 4,Respawn Entertainment,"['Action', 'Shooter', 'First-Person', 'Arcade']",M,"Mar 30, 2017",,0,No score yet,0,0,0,6.5,Mixed or average reviews,4,0,2
Titanfall 2 - Monarch Reigns,PlayStation 4,Respawn Entertainment,"['Action', 'Shooter', 'First-Person', 'Arcade']",M,"May 30, 2017",,0,No score yet,0,0,0,tbd,No user score yet,2,0,1
Titanfall 2 - The War Games,PlayStation 4,Respawn Entertainment,"['Action', 'Shooter', 'First-Person', 'Arcade']",M,"Jun 27, 2017",,0,No score yet,0,0,0,4.5,Generally unfavorable reviews,2,0,2
Titanic VR,PlayStation 4,Immersive VR Education,"['Adventure', '3D', 'First-Person']",,"Nov 22, 2018",,0,No score yet,0,0,0,tbd,No user score yet,1,0,2
Titans Pinball,PlayStation 4,Super PowerUp Games,"['Action', 'Pinball']",,"Mar 25, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
To Leave,PlayStation 4,Freaky Creations,"['Adventure', 'General']",M,"Apr 24, 2018",,64,Mixed or average reviews,0,4,0,6.0,Mixed or average reviews,8,2,4
To the Top,PlayStation 4,Panic Button,"['Action', 'Platformer', '3D']",E,"May 29, 2018",,0,No score yet,0,0,0,7.2,Mixed or average reviews,11,0,4
Toby: The Secret Mine,PlayStation 4,Lukas Navratil,"['Action', 'Platformer', '2D']",E10+,"Jul  6, 2017",,50,Mixed or average reviews,0,6,3,tbd,No user score yet,1,0,0
ToeJam & Earl: Back in the Groove,PlayStation 4,"Humanature Studios, 22nd Century Toys","['Action', 'General', 'Platformer', '2D']",E10+,"Feb 15, 2019",,66,Mixed or average reviews,5,8,2,6.3,Mixed or average reviews,19,6,11
Togges,PlayStation 4,Regular Studio,"['Action', 'Platformer', '3D']",E,"Dec  7, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
TOHU,PlayStation 4,Fireart Games,"['Adventure', 'Point-and-Click']",,"Jan 28, 2021",,73,Mixed or average reviews,4,2,0,tbd,No user score yet,4,2,0
Toki,PlayStation 4,Microids,"['Action', 'Platformer', '2D']",E10+,"Jun  6, 2019",,0,No score yet,1,1,1,tbd,No user score yet,2,1,0
Toki Tori 2 +,PlayStation 4,Two Tribes,"['Puzzle', 'Action']",E,"Feb 23, 2016",,78,Generally favorable reviews,6,1,0,5.6,Mixed or average reviews,2,1,2
Tokyo 42,PlayStation 4,SMAC Games,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",T,"Aug 15, 2017",,0,No score yet,0,3,0,tbd,No user score yet,0,3,0
Tokyo Chronos,PlayStation 4,Sekai Project,"['Adventure', 'General']",M,"Aug 26, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
Tokyo Dark: Remembrance,PlayStation 4,Cherrymochi,"['Adventure', 'Visual Novel', 'Point-and-Click']",M,"Jan 10, 2020",,0,No score yet,1,0,0,8.1,Generally favorable reviews,12,1,2
Tokyo Ghoul: re Call to Exist,PlayStation 4,"Three Rings, Bandai Namco Games","['Action Adventure', 'Survival']",M,"Nov 15, 2019",,58,Mixed or average reviews,1,2,1,6.4,Mixed or average reviews,13,7,10
Tokyo Run,PlayStation 4,RandomSpin,"['Action', 'Arcade']",E,"Aug  4, 2021",,0,No score yet,0,0,1,tbd,No user score yet,0,0,1
Tokyo Twilight Ghost Hunters,PlayStation 4,Aksys Games,"['Strategy', 'Turn-Based', 'General']",,"Sep 20, 2016",,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
Tokyo Twilight Ghost Hunters: Daybreak Special Gigs,PlayStation 4,"Arc System Works, Now Production","['Strategy', 'Turn-Based', 'General']",T,"Sep 20, 2016",,64,Mixed or average reviews,2,9,0,tbd,No user score yet,1,1,1
Tokyo Warfare Turbo,PlayStation 4,Pablo Vidaurre Sanz,"['Simulation', 'Vehicle', 'Combat']",T,"May 12, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Tokyo Xanadu eX+,PlayStation 4,Falcom,"['Role-Playing', 'Action RPG']",T,"Dec  8, 2017",,75,Generally favorable reviews,10,6,0,7.8,Generally favorable reviews,50,7,10
